country,axis,year,cumulative_drift
MEX,fiscal.tax_progressivity,2016,2.0
MEX,fiscal.tax_progressivity,2017,2.0
MEX,fiscal.tax_progressivity,2018,2.0
MEX,fiscal.tax_progressivity,2019,2.0
MEX,fiscal.tax_progressivity,2020,2.0
MEX,fiscal.tax_progressivity,2021,2.0
MEX,fiscal.tax_progressivity,2022,2.0
MEX,fiscal.tax_progressivity,2023,2.0
MEX,fiscal.tax_progressivity,2024,2.0
MEX,fiscal.tax_progressivity,2025,2.0
MEX,fiscal.transfer_expansion,1982,-2.0
MEX,fiscal.transfer_expansion,1983,-2.0
MEX,fiscal.transfer_expansion,1984,-2.0
MEX,fiscal.transfer_expansion,1985,-2.0
MEX,fiscal.transfer_expansion,1986,-2.0
MEX,fiscal.transfer_expansion,1987,-2.0
MEX,fiscal.transfer_expansion,1988,-2.0
MEX,fiscal.transfer_expansion,1989,-2.0
MEX,fiscal.transfer_expansion,1990,-2.0
MEX,fiscal.transfer_expansion,1991,-2.0
MEX,fiscal.transfer_expansion,1992,-2.0
MEX,fiscal.transfer_expansion,1993,-2.0
MEX,fiscal.transfer_expansion,1994,-2.0
MEX,fiscal.transfer_expansion,1995,-2.0
MEX,fiscal.transfer_expansion,1996,-2.0
MEX,fiscal.transfer_expansion,1997,-2.0
MEX,fiscal.transfer_expansion,1998,-2.0
MEX,fiscal.transfer_expansion,1999,-2.0
MEX,fiscal.transfer_expansion,2018,3.0
MEX,fiscal.transfer_expansion,2019,3.0
MEX,fiscal.transfer_expansion,2020,3.0
MEX,fiscal.transfer_expansion,2021,3.0
MEX,fiscal.transfer_expansion,2022,3.0
MEX,fiscal.transfer_expansion,2023,3.0
MEX,fiscal.transfer_expansion,2024,5.0
MEX,fiscal.transfer_expansion,2025,5.0
MEX,institutional.judicial_independence,1994,2.0
MEX,institutional.judicial_independence,1995,2.0
MEX,institutional.judicial_independence,1996,2.0
MEX,institutional.judicial_independence,1997,2.0
MEX,institutional.judicial_independence,1998,2.0
MEX,institutional.judicial_independence,1999,2.0
MEX,institutional.judicial_independence,2000,2.0
MEX,institutional.judicial_independence,2001,2.0
MEX,institutional.judicial_independence,2002,2.0
MEX,institutional.judicial_independence,2003,2.0
MEX,institutional.judicial_independence,2004,2.0
MEX,institutional.judicial_independence,2005,2.0
MEX,institutional.judicial_independence,2006,2.0
MEX,institutional.judicial_independence,2007,2.0
MEX,institutional.judicial_independence,2008,2.0
MEX,institutional.judicial_independence,2009,2.0
MEX,institutional.judicial_independence,2010,2.0
MEX,institutional.judicial_independence,2011,2.0
MEX,institutional.judicial_independence,2012,3.0
MEX,institutional.judicial_independence,2013,3.0
MEX,institutional.judicial_independence,2014,3.0
MEX,institutional.judicial_independence,2015,3.0
MEX,institutional.judicial_independence,2016,3.0
MEX,institutional.judicial_independence,2017,3.0
MEX,institutional.judicial_independence,2018,2.0
MEX,institutional.judicial_independence,2019,2.0
MEX,institutional.judicial_independence,2020,2.0
MEX,institutional.judicial_independence,2021,2.0
MEX,institutional.judicial_independence,2022,2.0
MEX,institutional.judicial_independence,2023,2.0
MEX,institutional.judicial_independence,2024,-1.0
MEX,institutional.judicial_independence,2025,-1.0
MEX,institutional.property_rights,1976,-3.0
MEX,institutional.property_rights,1977,-3.0
MEX,institutional.property_rights,1978,-3.0
MEX,institutional.property_rights,1979,-3.0
MEX,institutional.property_rights,1980,-3.0
MEX,institutional.property_rights,1981,-3.0
MEX,institutional.property_rights,1982,-3.0
MEX,institutional.property_rights,1983,-3.0
MEX,institutional.property_rights,1984,-3.0
MEX,institutional.property_rights,1985,-3.0
MEX,institutional.property_rights,1986,-3.0
MEX,institutional.property_rights,1987,-3.0
MEX,institutional.property_rights,1988,-1.0
MEX,institutional.property_rights,1989,-1.0
MEX,institutional.property_rights,1990,-1.0
MEX,institutional.property_rights,1991,-1.0
MEX,institutional.property_rights,1992,-1.0
MEX,institutional.property_rights,1993,-1.0
MEX,institutional.property_rights,1994,-1.0
MEX,institutional.property_rights,1995,-1.0
MEX,institutional.property_rights,1996,-1.0
MEX,institutional.property_rights,1997,-1.0
MEX,institutional.property_rights,1998,-1.0
MEX,institutional.property_rights,1999,-1.0
MEX,institutional.property_rights,2000,-1.0
MEX,institutional.property_rights,2001,-1.0
MEX,institutional.property_rights,2002,-1.0
MEX,institutional.property_rights,2003,-1.0
MEX,institutional.property_rights,2004,-1.0
MEX,institutional.property_rights,2005,-1.0
MEX,institutional.property_rights,2006,-1.0
MEX,institutional.property_rights,2007,-1.0
MEX,institutional.property_rights,2008,-1.0
MEX,institutional.property_rights,2009,-1.0
MEX,institutional.property_rights,2010,-1.0
MEX,institutional.property_rights,2011,-1.0
MEX,institutional.property_rights,2012,-1.0
MEX,institutional.property_rights,2013,-1.0
MEX,institutional.property_rights,2014,-1.0
MEX,institutional.property_rights,2015,-1.0
MEX,institutional.property_rights,2016,-1.0
MEX,institutional.property_rights,2017,-1.0
MEX,institutional.property_rights,2018,-1.0
MEX,institutional.property_rights,2019,-1.0
MEX,institutional.property_rights,2020,-1.0
MEX,institutional.property_rights,2021,-1.0
MEX,institutional.property_rights,2022,-1.0
MEX,institutional.property_rights,2023,-1.0
MEX,institutional.property_rights,2024,-3.0
MEX,institutional.property_rights,2025,-3.0
MEX,institutional.rule_of_law,2000,3.0
MEX,institutional.rule_of_law,2001,3.0
MEX,institutional.rule_of_law,2002,3.0
MEX,institutional.rule_of_law,2003,3.0
MEX,institutional.rule_of_law,2004,3.0
MEX,institutional.rule_of_law,2005,3.0
MEX,institutional.rule_of_law,2006,1.0
MEX,institutional.rule_of_law,2007,1.0
MEX,institutional.rule_of_law,2008,1.0
MEX,institutional.rule_of_law,2009,1.0
MEX,institutional.rule_of_law,2010,1.0
MEX,institutional.rule_of_law,2011,1.0
MEX,institutional.rule_of_law,2012,1.0
MEX,institutional.rule_of_law,2013,1.0
MEX,institutional.rule_of_law,2014,1.0
MEX,institutional.rule_of_law,2015,1.0
MEX,institutional.rule_of_law,2016,1.0
MEX,institutional.rule_of_law,2017,1.0
MEX,institutional.rule_of_law,2018,-1.0
MEX,institutional.rule_of_law,2019,-1.0
MEX,institutional.rule_of_law,2020,-1.0
MEX,institutional.rule_of_law,2021,-1.0
MEX,institutional.rule_of_law,2022,-1.0
MEX,institutional.rule_of_law,2023,-1.0
MEX,institutional.rule_of_law,2024,-4.0
MEX,institutional.rule_of_law,2025,-4.0
MEX,monetary.central_bank_independence,1982,1.0
MEX,monetary.central_bank_independence,1983,1.0
MEX,monetary.central_bank_independence,1984,1.0
MEX,monetary.central_bank_independence,1985,1.0
MEX,monetary.central_bank_independence,1986,1.0
MEX,monetary.central_bank_independence,1987,1.0
MEX,monetary.central_bank_independence,1988,4.0
MEX,monetary.central_bank_independence,1989,4.0
MEX,monetary.central_bank_independence,1990,4.0
MEX,monetary.central_bank_independence,1991,4.0
MEX,monetary.central_bank_independence,1992,4.0
MEX,monetary.central_bank_independence,1993,4.0
MEX,monetary.central_bank_independence,1994,7.0
MEX,monetary.central_bank_independence,1995,7.0
MEX,monetary.central_bank_independence,1996,7.0
MEX,monetary.central_bank_independence,1997,7.0
MEX,monetary.central_bank_independence,1998,7.0
MEX,monetary.central_bank_independence,1999,7.0
MEX,monetary.central_bank_independence,2000,8.0
MEX,monetary.central_bank_independence,2001,8.0
MEX,monetary.central_bank_independence,2002,8.0
MEX,monetary.central_bank_independence,2003,8.0
MEX,monetary.central_bank_independence,2004,8.0
MEX,monetary.central_bank_independence,2005,8.0
MEX,monetary.central_bank_independence,2006,9.0
MEX,monetary.central_bank_independence,2007,9.0
MEX,monetary.central_bank_independence,2008,9.0
MEX,monetary.central_bank_independence,2009,9.0
MEX,monetary.central_bank_independence,2010,9.0
MEX,monetary.central_bank_independence,2011,9.0
MEX,monetary.central_bank_independence,2012,9.0
MEX,monetary.central_bank_independence,2013,9.0
MEX,monetary.central_bank_independence,2014,9.0
MEX,monetary.central_bank_independence,2015,9.0
MEX,monetary.central_bank_independence,2016,9.0
MEX,monetary.central_bank_independence,2017,9.0
MEX,monetary.central_bank_independence,2018,9.0
MEX,monetary.central_bank_independence,2019,9.0
MEX,monetary.central_bank_independence,2020,9.0
MEX,monetary.central_bank_independence,2021,9.0
MEX,monetary.central_bank_independence,2022,9.0
MEX,monetary.central_bank_independence,2023,9.0
MEX,monetary.central_bank_independence,2024,9.0
MEX,monetary.central_bank_independence,2025,9.0
MEX,regulatory.energy_supply_security,2012,2.0
MEX,regulatory.energy_supply_security,2013,2.0
MEX,regulatory.energy_supply_security,2014,2.0
MEX,regulatory.energy_supply_security,2015,2.0
MEX,regulatory.energy_supply_security,2016,2.0
MEX,regulatory.energy_supply_security,2017,2.0
MEX,regulatory.financial_deregulation,1976,3.0
MEX,regulatory.financial_deregulation,1977,3.0
MEX,regulatory.financial_deregulation,1978,3.0
MEX,regulatory.financial_deregulation,1979,3.0
MEX,regulatory.financial_deregulation,1980,3.0
MEX,regulatory.financial_deregulation,1981,3.0
MEX,regulatory.financial_deregulation,1982,3.0
MEX,regulatory.financial_deregulation,1983,3.0
MEX,regulatory.financial_deregulation,1984,3.0
MEX,regulatory.financial_deregulation,1985,3.0
MEX,regulatory.financial_deregulation,1986,3.0
MEX,regulatory.financial_deregulation,1987,3.0
MEX,regulatory.financial_deregulation,1988,3.0
MEX,regulatory.financial_deregulation,1989,3.0
MEX,regulatory.financial_deregulation,1990,3.0
MEX,regulatory.financial_deregulation,1991,3.0
MEX,regulatory.financial_deregulation,1992,3.0
MEX,regulatory.financial_deregulation,1993,3.0
MEX,regulatory.financial_deregulation,1994,1.0
MEX,regulatory.financial_deregulation,1995,1.0
MEX,regulatory.financial_deregulation,1996,1.0
MEX,regulatory.financial_deregulation,1997,1.0
MEX,regulatory.financial_deregulation,1998,1.0
MEX,regulatory.financial_deregulation,1999,1.0
MEX,regulatory.financial_deregulation,2000,1.0
MEX,regulatory.financial_deregulation,2001,1.0
MEX,regulatory.financial_deregulation,2002,1.0
MEX,regulatory.financial_deregulation,2003,1.0
MEX,regulatory.financial_deregulation,2004,1.0
MEX,regulatory.financial_deregulation,2005,1.0
MEX,regulatory.financial_deregulation,2006,1.0
MEX,regulatory.financial_deregulation,2007,1.0
MEX,regulatory.financial_deregulation,2008,1.0
MEX,regulatory.financial_deregulation,2009,1.0
MEX,regulatory.financial_deregulation,2010,1.0
MEX,regulatory.financial_deregulation,2011,1.0
MEX,regulatory.financial_deregulation,2012,1.0
MEX,regulatory.financial_deregulation,2013,1.0
MEX,regulatory.financial_deregulation,2014,1.0
MEX,regulatory.financial_deregulation,2015,1.0
MEX,regulatory.financial_deregulation,2016,1.0
MEX,regulatory.financial_deregulation,2017,1.0
MEX,regulatory.financial_deregulation,2018,1.0
MEX,regulatory.financial_deregulation,2019,1.0
MEX,regulatory.financial_deregulation,2020,1.0
MEX,regulatory.financial_deregulation,2021,1.0
MEX,regulatory.financial_deregulation,2022,1.0
MEX,regulatory.financial_deregulation,2023,1.0
MEX,regulatory.financial_deregulation,2024,1.0
MEX,regulatory.financial_deregulation,2025,1.0
MEX,regulatory.labour_market_flexibility,2006,2.0
MEX,regulatory.labour_market_flexibility,2007,2.0
MEX,regulatory.labour_market_flexibility,2008,2.0
MEX,regulatory.labour_market_flexibility,2009,2.0
MEX,regulatory.labour_market_flexibility,2010,2.0
MEX,regulatory.labour_market_flexibility,2011,2.0
MEX,regulatory.labour_market_flexibility,2012,4.0
MEX,regulatory.labour_market_flexibility,2013,4.0
MEX,regulatory.labour_market_flexibility,2014,4.0
MEX,regulatory.labour_market_flexibility,2015,4.0
MEX,regulatory.labour_market_flexibility,2016,4.0
MEX,regulatory.labour_market_flexibility,2017,4.0
MEX,regulatory.labour_market_flexibility,2018,1.0
MEX,regulatory.labour_market_flexibility,2019,1.0
MEX,regulatory.labour_market_flexibility,2020,1.0
MEX,regulatory.labour_market_flexibility,2021,1.0
MEX,regulatory.labour_market_flexibility,2022,1.0
MEX,regulatory.labour_market_flexibility,2023,1.0
MEX,regulatory.product_market_competition,1982,2.0
MEX,regulatory.product_market_competition,1983,2.0
MEX,regulatory.product_market_competition,1984,2.0
MEX,regulatory.product_market_competition,1985,2.0
MEX,regulatory.product_market_competition,1986,2.0
MEX,regulatory.product_market_competition,1987,2.0
MEX,regulatory.product_market_competition,1988,5.0
MEX,regulatory.product_market_competition,1989,5.0
MEX,regulatory.product_market_competition,1990,5.0
MEX,regulatory.product_market_competition,1991,5.0
MEX,regulatory.product_market_competition,1992,5.0
MEX,regulatory.product_market_competition,1993,5.0
MEX,regulatory.product_market_competition,1994,5.0
MEX,regulatory.product_market_competition,1995,5.0
MEX,regulatory.product_market_competition,1996,5.0
MEX,regulatory.product_market_competition,1997,5.0
MEX,regulatory.product_market_competition,1998,5.0
MEX,regulatory.product_market_competition,1999,5.0
MEX,regulatory.product_market_competition,2000,5.0
MEX,regulatory.product_market_competition,2001,5.0
MEX,regulatory.product_market_competition,2002,5.0
MEX,regulatory.product_market_competition,2003,5.0
MEX,regulatory.product_market_competition,2004,5.0
MEX,regulatory.product_market_competition,2005,5.0
MEX,regulatory.product_market_competition,2006,5.0
MEX,regulatory.product_market_competition,2007,5.0
MEX,regulatory.product_market_competition,2008,5.0
MEX,regulatory.product_market_competition,2009,5.0
MEX,regulatory.product_market_competition,2010,5.0
MEX,regulatory.product_market_competition,2011,5.0
MEX,regulatory.product_market_competition,2012,8.0
MEX,regulatory.product_market_competition,2013,8.0
MEX,regulatory.product_market_competition,2014,8.0
MEX,regulatory.product_market_competition,2015,8.0
MEX,regulatory.product_market_competition,2016,8.0
MEX,regulatory.product_market_competition,2017,8.0
MEX,regulatory.product_market_competition,2018,5.0
MEX,regulatory.product_market_competition,2019,5.0
MEX,regulatory.product_market_competition,2020,5.0
MEX,regulatory.product_market_competition,2021,5.0
MEX,regulatory.product_market_competition,2022,5.0
MEX,regulatory.product_market_competition,2023,5.0
MEX,regulatory.product_market_competition,2024,3.0
MEX,regulatory.product_market_competition,2025,3.0
MEX,regulatory.sectoral_licensing,1976,3.0
MEX,regulatory.sectoral_licensing,1977,3.0
MEX,regulatory.sectoral_licensing,1978,3.0
MEX,regulatory.sectoral_licensing,1979,3.0
MEX,regulatory.sectoral_licensing,1980,3.0
MEX,regulatory.sectoral_licensing,1981,3.0
MEX,regulatory.sectoral_licensing,1982,3.0
MEX,regulatory.sectoral_licensing,1983,3.0
MEX,regulatory.sectoral_licensing,1984,3.0
MEX,regulatory.sectoral_licensing,1985,3.0
MEX,regulatory.sectoral_licensing,1986,3.0
MEX,regulatory.sectoral_licensing,1987,3.0
MEX,regulatory.sectoral_licensing,1988,3.0
MEX,regulatory.sectoral_licensing,1989,3.0
MEX,regulatory.sectoral_licensing,1990,3.0
MEX,regulatory.sectoral_licensing,1991,3.0
MEX,regulatory.sectoral_licensing,1992,3.0
MEX,regulatory.sectoral_licensing,1993,3.0
MEX,regulatory.sectoral_licensing,1994,3.0
MEX,regulatory.sectoral_licensing,1995,3.0
MEX,regulatory.sectoral_licensing,1996,3.0
MEX,regulatory.sectoral_licensing,1997,3.0
MEX,regulatory.sectoral_licensing,1998,3.0
MEX,regulatory.sectoral_licensing,1999,3.0
MEX,regulatory.sectoral_licensing,2000,3.0
MEX,regulatory.sectoral_licensing,2001,3.0
MEX,regulatory.sectoral_licensing,2002,3.0
MEX,regulatory.sectoral_licensing,2003,3.0
MEX,regulatory.sectoral_licensing,2004,3.0
MEX,regulatory.sectoral_licensing,2005,3.0
MEX,regulatory.sectoral_licensing,2006,3.0
MEX,regulatory.sectoral_licensing,2007,3.0
MEX,regulatory.sectoral_licensing,2008,3.0
MEX,regulatory.sectoral_licensing,2009,3.0
MEX,regulatory.sectoral_licensing,2010,3.0
MEX,regulatory.sectoral_licensing,2011,3.0
MEX,regulatory.sectoral_licensing,2012,6.0
MEX,regulatory.sectoral_licensing,2013,6.0
MEX,regulatory.sectoral_licensing,2014,6.0
MEX,regulatory.sectoral_licensing,2015,6.0
MEX,regulatory.sectoral_licensing,2016,6.0
MEX,regulatory.sectoral_licensing,2017,6.0
MEX,regulatory.sectoral_licensing,2018,3.0
MEX,regulatory.sectoral_licensing,2019,3.0
MEX,regulatory.sectoral_licensing,2020,3.0
MEX,regulatory.sectoral_licensing,2021,3.0
MEX,regulatory.sectoral_licensing,2022,3.0
MEX,regulatory.sectoral_licensing,2023,3.0
MEX,regulatory.sectoral_licensing,2024,2.0
MEX,regulatory.sectoral_licensing,2025,2.0
MEX,regulatory.trade_openness,1976,-2.0
MEX,regulatory.trade_openness,1977,-2.0
MEX,regulatory.trade_openness,1978,-2.0
MEX,regulatory.trade_openness,1979,-2.0
MEX,regulatory.trade_openness,1980,-2.0
MEX,regulatory.trade_openness,1981,-2.0
MEX,regulatory.trade_openness,1982,1.0
MEX,regulatory.trade_openness,1983,1.0
MEX,regulatory.trade_openness,1984,1.0
MEX,regulatory.trade_openness,1985,1.0
MEX,regulatory.trade_openness,1986,1.0
MEX,regulatory.trade_openness,1987,1.0
MEX,regulatory.trade_openness,1988,4.0
MEX,regulatory.trade_openness,1989,4.0
MEX,regulatory.trade_openness,1990,4.0
MEX,regulatory.trade_openness,1991,4.0
MEX,regulatory.trade_openness,1992,4.0
MEX,regulatory.trade_openness,1993,4.0
MEX,regulatory.trade_openness,1994,6.0
MEX,regulatory.trade_openness,1995,6.0
MEX,regulatory.trade_openness,1996,6.0
MEX,regulatory.trade_openness,1997,6.0
MEX,regulatory.trade_openness,1998,6.0
MEX,regulatory.trade_openness,1999,6.0
MEX,regulatory.trade_openness,2000,6.0
MEX,regulatory.trade_openness,2001,6.0
MEX,regulatory.trade_openness,2002,6.0
MEX,regulatory.trade_openness,2003,6.0
MEX,regulatory.trade_openness,2004,6.0
MEX,regulatory.trade_openness,2005,6.0
MEX,regulatory.trade_openness,2006,6.0
MEX,regulatory.trade_openness,2007,6.0
MEX,regulatory.trade_openness,2008,6.0
MEX,regulatory.trade_openness,2009,6.0
MEX,regulatory.trade_openness,2010,6.0
MEX,regulatory.trade_openness,2011,6.0
MEX,regulatory.trade_openness,2012,6.0
MEX,regulatory.trade_openness,2013,6.0
MEX,regulatory.trade_openness,2014,6.0
MEX,regulatory.trade_openness,2015,6.0
MEX,regulatory.trade_openness,2016,6.0
MEX,regulatory.trade_openness,2017,6.0
MEX,regulatory.trade_openness,2018,6.0
MEX,regulatory.trade_openness,2019,6.0
MEX,regulatory.trade_openness,2020,6.0
MEX,regulatory.trade_openness,2021,6.0
MEX,regulatory.trade_openness,2022,6.0
MEX,regulatory.trade_openness,2023,6.0
MEX,regulatory.trade_openness,2024,6.0
MEX,regulatory.trade_openness,2025,6.0
MEX,statist_drift,1976,14.0
MEX,statist_drift,1977,14.0
MEX,statist_drift,1978,14.0
MEX,statist_drift,1979,14.0
MEX,statist_drift,1980,14.0
MEX,statist_drift,1981,14.0
MEX,statist_drift,1982,3.0
MEX,statist_drift,1983,3.0
MEX,statist_drift,1984,3.0
MEX,statist_drift,1985,3.0
MEX,statist_drift,1986,3.0
MEX,statist_drift,1987,3.0
MEX,statist_drift,1988,-8.0
MEX,statist_drift,1989,-8.0
MEX,statist_drift,1990,-8.0
MEX,statist_drift,1991,-8.0
MEX,statist_drift,1992,-8.0
MEX,statist_drift,1993,-8.0
MEX,statist_drift,1994,-12.0
MEX,statist_drift,1995,-12.0
MEX,statist_drift,1996,-12.0
MEX,statist_drift,1997,-12.0
MEX,statist_drift,1998,-12.0
MEX,statist_drift,1999,-12.0
MEX,statist_drift,2000,-11.0
MEX,statist_drift,2001,-11.0
MEX,statist_drift,2002,-11.0
MEX,statist_drift,2003,-11.0
MEX,statist_drift,2004,-11.0
MEX,statist_drift,2005,-11.0
MEX,statist_drift,2006,-13.0
MEX,statist_drift,2007,-13.0
MEX,statist_drift,2008,-13.0
MEX,statist_drift,2009,-13.0
MEX,statist_drift,2010,-13.0
MEX,statist_drift,2011,-13.0
MEX,statist_drift,2012,-13.0
MEX,statist_drift,2013,-13.0
MEX,statist_drift,2014,-13.0
MEX,statist_drift,2015,-13.0
MEX,statist_drift,2016,-13.0
MEX,statist_drift,2017,-13.0
MEX,statist_drift,2018,-7.0
MEX,statist_drift,2019,-7.0
MEX,statist_drift,2020,-7.0
MEX,statist_drift,2021,-7.0
MEX,statist_drift,2022,-7.0
MEX,statist_drift,2023,-7.0
MEX,statist_drift,2024,-2.0
MEX,statist_drift,2025,-2.0
MYS,fiscal.sectoral_subsidy,1976,2.0
MYS,fiscal.sectoral_subsidy,1977,2.0
MYS,fiscal.sectoral_subsidy,1978,2.0
MYS,fiscal.sectoral_subsidy,1979,2.0
MYS,fiscal.sectoral_subsidy,1980,2.0
MYS,fiscal.sectoral_subsidy,1981,8.0
MYS,fiscal.sectoral_subsidy,1982,8.0
MYS,fiscal.sectoral_subsidy,1983,8.0
MYS,fiscal.sectoral_subsidy,1984,8.0
MYS,fiscal.sectoral_subsidy,1985,8.0
MYS,fiscal.sectoral_subsidy,1986,8.0
MYS,fiscal.sectoral_subsidy,1987,8.0
MYS,fiscal.sectoral_subsidy,1988,8.0
MYS,fiscal.sectoral_subsidy,1989,8.0
MYS,fiscal.sectoral_subsidy,1990,8.0
MYS,fiscal.sectoral_subsidy,1991,10.0
MYS,fiscal.sectoral_subsidy,1992,10.0
MYS,fiscal.sectoral_subsidy,1993,10.0
MYS,fiscal.sectoral_subsidy,1994,10.0
MYS,fiscal.sectoral_subsidy,1995,10.0
MYS,fiscal.sectoral_subsidy,1996,10.0
MYS,fiscal.sectoral_subsidy,1997,10.0
MYS,fiscal.sectoral_subsidy,1998,10.0
MYS,fiscal.sectoral_subsidy,1999,10.0
MYS,fiscal.sectoral_subsidy,2000,10.0
MYS,fiscal.sectoral_subsidy,2001,10.0
MYS,fiscal.sectoral_subsidy,2002,10.0
MYS,fiscal.sectoral_subsidy,2003,12.0
MYS,fiscal.sectoral_subsidy,2004,12.0
MYS,fiscal.sectoral_subsidy,2005,12.0
MYS,fiscal.sectoral_subsidy,2006,12.0
MYS,fiscal.sectoral_subsidy,2007,12.0
MYS,fiscal.sectoral_subsidy,2008,12.0
MYS,fiscal.sectoral_subsidy,2009,10.0
MYS,fiscal.sectoral_subsidy,2010,10.0
MYS,fiscal.sectoral_subsidy,2011,10.0
MYS,fiscal.sectoral_subsidy,2012,10.0
MYS,fiscal.sectoral_subsidy,2013,10.0
MYS,fiscal.sectoral_subsidy,2014,10.0
MYS,fiscal.sectoral_subsidy,2015,10.0
MYS,fiscal.sectoral_subsidy,2016,10.0
MYS,fiscal.sectoral_subsidy,2017,10.0
MYS,fiscal.sectoral_subsidy,2018,10.0
MYS,fiscal.sectoral_subsidy,2019,10.0
MYS,fiscal.sectoral_subsidy,2020,10.0
MYS,fiscal.sectoral_subsidy,2021,10.0
MYS,fiscal.sectoral_subsidy,2022,8.0
MYS,fiscal.sectoral_subsidy,2023,8.0
MYS,fiscal.sectoral_subsidy,2024,8.0
MYS,fiscal.sectoral_subsidy,2025,8.0
MYS,fiscal.spending_level,2003,2.0
MYS,fiscal.spending_level,2004,2.0
MYS,fiscal.spending_level,2005,2.0
MYS,fiscal.spending_level,2006,2.0
MYS,fiscal.spending_level,2007,2.0
MYS,fiscal.spending_level,2008,2.0
MYS,fiscal.spending_level,2009,2.0
MYS,fiscal.spending_level,2010,2.0
MYS,fiscal.spending_level,2011,2.0
MYS,fiscal.spending_level,2012,2.0
MYS,fiscal.spending_level,2013,2.0
MYS,fiscal.spending_level,2014,2.0
MYS,fiscal.spending_level,2015,2.0
MYS,fiscal.spending_level,2016,2.0
MYS,fiscal.spending_level,2017,2.0
MYS,fiscal.spending_level,2018,2.0
MYS,fiscal.spending_level,2019,2.0
MYS,fiscal.spending_level,2020,5.0
MYS,fiscal.spending_level,2021,7.0
MYS,fiscal.spending_level,2022,6.0
MYS,fiscal.spending_level,2023,6.0
MYS,fiscal.spending_level,2024,6.0
MYS,fiscal.spending_level,2025,6.0
MYS,fiscal.tax_capital,2022,1.0
MYS,fiscal.tax_capital,2023,1.0
MYS,fiscal.tax_capital,2024,1.0
MYS,fiscal.tax_capital,2025,1.0
MYS,fiscal.tax_corporate,2021,1.0
MYS,fiscal.tax_corporate,2022,2.0
MYS,fiscal.tax_corporate,2023,2.0
MYS,fiscal.tax_corporate,2024,2.0
MYS,fiscal.tax_corporate,2025,2.0
MYS,fiscal.tax_progressivity,2009,-2.0
MYS,fiscal.tax_progressivity,2010,-2.0
MYS,fiscal.tax_progressivity,2011,-2.0
MYS,fiscal.tax_progressivity,2012,-2.0
MYS,fiscal.tax_progressivity,2013,-2.0
MYS,fiscal.tax_progressivity,2014,-2.0
MYS,fiscal.tax_progressivity,2015,-2.0
MYS,fiscal.tax_progressivity,2016,-2.0
MYS,fiscal.tax_progressivity,2017,-2.0
MYS,fiscal.tax_progressivity,2018,-2.0
MYS,fiscal.tax_progressivity,2019,-2.0
MYS,fiscal.tax_progressivity,2020,-2.0
MYS,fiscal.tax_progressivity,2021,-2.0
MYS,fiscal.tax_progressivity,2022,-2.0
MYS,fiscal.tax_progressivity,2023,-2.0
MYS,fiscal.tax_progressivity,2024,-2.0
MYS,fiscal.tax_progressivity,2025,-2.0
MYS,fiscal.transfer_expansion,2009,2.0
MYS,fiscal.transfer_expansion,2010,2.0
MYS,fiscal.transfer_expansion,2011,2.0
MYS,fiscal.transfer_expansion,2012,2.0
MYS,fiscal.transfer_expansion,2013,2.0
MYS,fiscal.transfer_expansion,2014,2.0
MYS,fiscal.transfer_expansion,2015,2.0
MYS,fiscal.transfer_expansion,2016,2.0
MYS,fiscal.transfer_expansion,2017,2.0
MYS,fiscal.transfer_expansion,2018,2.0
MYS,fiscal.transfer_expansion,2019,2.0
MYS,fiscal.transfer_expansion,2020,5.0
MYS,fiscal.transfer_expansion,2021,7.0
MYS,fiscal.transfer_expansion,2022,9.0
MYS,fiscal.transfer_expansion,2023,9.0
MYS,fiscal.transfer_expansion,2024,9.0
MYS,fiscal.transfer_expansion,2025,9.0
MYS,institutional.judicial_independence,1981,-5.0
MYS,institutional.judicial_independence,1982,-5.0
MYS,institutional.judicial_independence,1983,-5.0
MYS,institutional.judicial_independence,1984,-5.0
MYS,institutional.judicial_independence,1985,-5.0
MYS,institutional.judicial_independence,1986,-5.0
MYS,institutional.judicial_independence,1987,-5.0
MYS,institutional.judicial_independence,1988,-5.0
MYS,institutional.judicial_independence,1989,-5.0
MYS,institutional.judicial_independence,1990,-5.0
MYS,institutional.judicial_independence,1991,-5.0
MYS,institutional.judicial_independence,1992,-5.0
MYS,institutional.judicial_independence,1993,-5.0
MYS,institutional.judicial_independence,1994,-5.0
MYS,institutional.judicial_independence,1995,-5.0
MYS,institutional.judicial_independence,1996,-5.0
MYS,institutional.judicial_independence,1997,-5.0
MYS,institutional.judicial_independence,1998,-5.0
MYS,institutional.judicial_independence,1999,-5.0
MYS,institutional.judicial_independence,2000,-5.0
MYS,institutional.judicial_independence,2001,-5.0
MYS,institutional.judicial_independence,2002,-5.0
MYS,institutional.judicial_independence,2003,-5.0
MYS,institutional.judicial_independence,2004,-5.0
MYS,institutional.judicial_independence,2005,-5.0
MYS,institutional.judicial_independence,2006,-5.0
MYS,institutional.judicial_independence,2007,-5.0
MYS,institutional.judicial_independence,2008,-5.0
MYS,institutional.judicial_independence,2009,-5.0
MYS,institutional.judicial_independence,2010,-5.0
MYS,institutional.judicial_independence,2011,-5.0
MYS,institutional.judicial_independence,2012,-5.0
MYS,institutional.judicial_independence,2013,-5.0
MYS,institutional.judicial_independence,2014,-5.0
MYS,institutional.judicial_independence,2015,-5.0
MYS,institutional.judicial_independence,2016,-5.0
MYS,institutional.judicial_independence,2017,-5.0
